group,image_index,unknown_class,predicted_known_class,score,threshold,semantic_interpretation
near,1427,bus,automobile,-6.542452335357666,-5.813921093940735,
near,1096,motorcycle,cat,-6.539350509643555,-5.813921093940735,
near,4470,wolf,cat,-6.5385823249816895,-5.813921093940735,
near,2624,tractor,truck,-6.52946138381958,-5.813921093940735,
near,8310,leopard,frog,-6.528822422027588,-5.813921093940735,
near,3478,bus,truck,-6.528780937194824,-5.813921093940735,
near,1645,fox,deer,-6.522941589355469,-5.813921093940735,
near,9377,pickup_truck,automobile,-6.517198085784912,-5.813921093940735,
near,5568,pickup_truck,truck,-6.510051250457764,-5.813921093940735,
near,9815,bus,automobile,-6.506932735443115,-5.813921093940735,
near,4461,motorcycle,airplane,-6.504930019378662,-5.813921093940735,
near,8519,pickup_truck,automobile,-6.501396656036377,-5.813921093940735,
near,6469,fox,deer,-6.472955703735352,-5.813921093940735,
near,5819,leopard,cat,-6.465126991271973,-5.813921093940735,
near,9998,leopard,frog,-6.462707042694092,-5.813921093940735,
near,5736,pickup_truck,truck,-6.4565815925598145,-5.813921093940735,
near,6163,fox,deer,-6.455013275146484,-5.813921093940735,
near,5025,tractor,truck,-6.4475626945495605,-5.813921093940735,
near,256,pickup_truck,truck,-6.4382147789001465,-5.813921093940735,
near,6382,motorcycle,automobile,-6.423593997955322,-5.813921093940735,
near,6411,bus,automobile,-6.406649112701416,-5.813921093940735,
near,650,camel,bird,-6.402896881103516,-5.813921093940735,
near,2171,tractor,ship,-6.400210380554199,-5.813921093940735,
near,3823,fox,cat,-6.396185398101807,-5.813921093940735,
near,262,tractor,truck,-6.38678503036499,-5.813921093940735,
near,9807,tractor,truck,-6.367679119110107,-5.813921093940735,
near,4426,bus,automobile,-6.359595775604248,-5.813921093940735,
near,9093,camel,bird,-6.355528831481934,-5.813921093940735,
near,3908,fox,cat,-6.337917327880859,-5.813921093940735,
near,8381,fox,frog,-6.320619106292725,-5.813921093940735,
near,4943,leopard,deer,-6.3038201332092285,-5.813921093940735,
near,7472,wolf,horse,-6.30266809463501,-5.813921093940735,
near,242,fox,horse,-6.292979717254639,-5.813921093940735,
near,3613,wolf,dog,-6.282362461090088,-5.813921093940735,
near,4109,tractor,truck,-6.270246982574463,-5.813921093940735,
near,6545,fox,deer,-6.26624870300293,-5.813921093940735,
near,8503,pickup_truck,automobile,-6.258683204650879,-5.813921093940735,
near,9833,motorcycle,automobile,-6.252215385437012,-5.813921093940735,
near,409,tractor,truck,-6.2493133544921875,-5.813921093940735,
near,6528,wolf,dog,-6.246462345123291,-5.813921093940735,
near,8598,camel,deer,-6.234930038452148,-5.813921093940735,
near,6546,tractor,bird,-6.231391429901123,-5.813921093940735,
near,1843,leopard,deer,-6.230908393859863,-5.813921093940735,
near,9030,pickup_truck,automobile,-6.217618465423584,-5.813921093940735,
near,9276,motorcycle,airplane,-6.184477806091309,-5.813921093940735,
near,7994,pickup_truck,airplane,-6.154584884643555,-5.813921093940735,
near,4345,camel,dog,-6.151217460632324,-5.813921093940735,
near,2678,leopard,cat,-6.146397113800049,-5.813921093940735,
near,5912,wolf,cat,-6.133126735687256,-5.813921093940735,
near,3933,pickup_truck,automobile,-6.131796836853027,-5.813921093940735,
near,1321,motorcycle,truck,-6.129603862762451,-5.813921093940735,
near,6132,wolf,cat,-6.11845588684082,-5.813921093940735,
near,3913,tractor,truck,-6.114334583282471,-5.813921093940735,
near,7006,tractor,truck,-6.099031925201416,-5.813921093940735,
near,5469,motorcycle,cat,-6.087544918060303,-5.813921093940735,
near,2356,fox,deer,-6.085267066955566,-5.813921093940735,
near,2145,camel,deer,-6.077484130859375,-5.813921093940735,
near,7200,camel,bird,-6.068527698516846,-5.813921093940735,
near,2570,leopard,cat,-6.059554100036621,-5.813921093940735,
near,9936,leopard,cat,-6.0438690185546875,-5.813921093940735,
near,8763,motorcycle,automobile,-6.0400004386901855,-5.813921093940735,
near,2556,pickup_truck,truck,-6.0343852043151855,-5.813921093940735,
near,7078,leopard,cat,-6.027652740478516,-5.813921093940735,
near,2211,leopard,cat,-6.026859760284424,-5.813921093940735,
near,1218,motorcycle,automobile,-6.023262977600098,-5.813921093940735,
near,3607,fox,dog,-6.018918037414551,-5.813921093940735,
near,9708,tractor,truck,-6.016845226287842,-5.813921093940735,
near,3831,camel,horse,-6.016844272613525,-5.813921093940735,
near,2891,fox,cat,-6.01517391204834,-5.813921093940735,
near,7375,wolf,cat,-5.9981689453125,-5.813921093940735,
near,6409,leopard,cat,-5.996344566345215,-5.813921093940735,
near,3319,camel,dog,-5.991675853729248,-5.813921093940735,
near,2019,bus,truck,-5.982839584350586,-5.813921093940735,
near,7471,motorcycle,cat,-5.975335121154785,-5.813921093940735,
near,3525,motorcycle,horse,-5.971914768218994,-5.813921093940735,
near,4313,fox,cat,-5.960860729217529,-5.813921093940735,
near,702,leopard,bird,-5.954282760620117,-5.813921093940735,
near,9058,leopard,frog,-5.946074962615967,-5.813921093940735,
near,9014,camel,dog,-5.940433979034424,-5.813921093940735,
near,3379,leopard,cat,-5.914522171020508,-5.813921093940735,
near,2712,camel,horse,-5.913806438446045,-5.813921093940735,
near,578,pickup_truck,automobile,-5.911938190460205,-5.813921093940735,
near,9914,leopard,deer,-5.871201515197754,-5.813921093940735,
near,5182,tractor,ship,-5.868768692016602,-5.813921093940735,
near,8672,fox,dog,-5.849496364593506,-5.813921093940735,
near,5932,pickup_truck,automobile,-5.836537837982178,-5.813921093940735,
near,3537,pickup_truck,truck,-5.827620029449463,-5.813921093940735,
near,712,wolf,cat,-5.821220397949219,-5.813921093940735,
near,8185,fox,deer,-5.819457054138184,-5.813921093940735,
near,7427,leopard,frog,-5.817510604858398,-5.813921093940735,
far,2797,bowl,cat,-12.249451637268066,-5.813921093940735,
far,6297,keyboard,bird,-11.434582710266113,-5.813921093940735,
far,5260,sunflower,bird,-11.40468692779541,-5.813921093940735,
far,5096,chair,airplane,-11.314764022827148,-5.813921093940735,
far,3888,bottle,cat,-11.269279479980469,-5.813921093940735,
far,5981,bottle,cat,-11.254217147827148,-5.813921093940735,
far,7443,bottle,cat,-11.180667877197266,-5.813921093940735,
far,3317,chair,airplane,-11.152883529663086,-5.813921093940735,
far,5219,mushroom,cat,-11.117935180664062,-5.813921093940735,
far,6245,chair,airplane,-10.888699531555176,-5.813921093940735,
far,1560,clock,cat,-10.848886489868164,-5.813921093940735,
far,3378,wardrobe,cat,-10.811759948730469,-5.813921093940735,
far,8616,sunflower,bird,-10.781188011169434,-5.813921093940735,
far,621,keyboard,bird,-10.675155639648438,-5.813921093940735,
far,4683,bottle,cat,-10.625444412231445,-5.813921093940735,
far,8707,mushroom,bird,-10.611603736877441,-5.813921093940735,
far,2915,wardrobe,truck,-10.576622009277344,-5.813921093940735,
far,1454,mushroom,bird,-10.524810791015625,-5.813921093940735,
far,5690,clock,airplane,-10.495142936706543,-5.813921093940735,
far,9492,bowl,ship,-10.449466705322266,-5.813921093940735,
far,8369,keyboard,truck,-10.377632141113281,-5.813921093940735,
far,6269,clock,cat,-10.2429838180542,-5.813921093940735,
far,5820,mushroom,bird,-10.219366073608398,-5.813921093940735,
far,1196,mushroom,frog,-10.198347091674805,-5.813921093940735,
far,5414,clock,cat,-10.16455364227295,-5.813921093940735,
far,9270,wardrobe,cat,-10.141672134399414,-5.813921093940735,
far,5082,wardrobe,cat,-10.052752494812012,-5.813921093940735,
far,1865,bowl,cat,-10.038207054138184,-5.813921093940735,
far,6774,clock,bird,-10.033283233642578,-5.813921093940735,
far,3502,mushroom,frog,-10.012505531311035,-5.813921093940735,
far,4321,clock,truck,-10.003724098205566,-5.813921093940735,
far,1052,keyboard,cat,-9.981557846069336,-5.813921093940735,
far,5944,mushroom,cat,-9.732413291931152,-5.813921093940735,
far,6491,chair,airplane,-9.723339080810547,-5.813921093940735,
far,2302,bowl,frog,-9.707901000976562,-5.813921093940735,
far,3386,sunflower,cat,-9.703311920166016,-5.813921093940735,
far,1781,sunflower,airplane,-9.59428882598877,-5.813921093940735,
far,4982,mushroom,bird,-9.562663078308105,-5.813921093940735,
far,3247,keyboard,truck,-9.543976783752441,-5.813921093940735,
far,6033,bowl,automobile,-9.540560722351074,-5.813921093940735,
far,3853,wardrobe,truck,-9.47378921508789,-5.813921093940735,
far,3186,chair,airplane,-9.460290908813477,-5.813921093940735,
far,9600,chair,airplane,-9.419378280639648,-5.813921093940735,
far,5686,bottle,cat,-9.40436840057373,-5.813921093940735,
far,3586,keyboard,cat,-9.402042388916016,-5.813921093940735,
far,2086,chair,airplane,-9.349973678588867,-5.813921093940735,
far,5666,wardrobe,cat,-9.321845054626465,-5.813921093940735,
far,1792,chair,cat,-9.305649757385254,-5.813921093940735,
far,2656,bowl,cat,-9.299517631530762,-5.813921093940735,
far,6687,sunflower,cat,-9.281495094299316,-5.813921093940735,
far,52,bottle,bird,-9.27302360534668,-5.813921093940735,
far,714,sunflower,bird,-9.233942031860352,-5.813921093940735,
far,4704,clock,truck,-9.198655128479004,-5.813921093940735,
far,9533,clock,bird,-9.116449356079102,-5.813921093940735,
far,6254,bowl,cat,-9.115769386291504,-5.813921093940735,
far,3968,mushroom,frog,-9.098153114318848,-5.813921093940735,
far,114,bottle,cat,-9.067662239074707,-5.813921093940735,
far,2972,sunflower,cat,-9.051637649536133,-5.813921093940735,
far,8236,wardrobe,truck,-9.045321464538574,-5.813921093940735,
far,1163,clock,airplane,-9.011123657226562,-5.813921093940735,
far,6030,sunflower,bird,-8.949298858642578,-5.813921093940735,
far,8312,keyboard,airplane,-8.935159683227539,-5.813921093940735,
far,4785,sunflower,bird,-8.917312622070312,-5.813921093940735,
far,5577,keyboard,frog,-8.896124839782715,-5.813921093940735,
far,2620,mushroom,bird,-8.845759391784668,-5.813921093940735,
far,8930,wardrobe,cat,-8.841726303100586,-5.813921093940735,
far,365,bowl,frog,-8.83117961883545,-5.813921093940735,
far,3305,mushroom,frog,-8.817281723022461,-5.813921093940735,
far,6673,clock,cat,-8.812816619873047,-5.813921093940735,
far,6558,mushroom,bird,-8.811544418334961,-5.813921093940735,
far,3730,bowl,cat,-8.810235023498535,-5.813921093940735,
far,318,bowl,cat,-8.790870666503906,-5.813921093940735,
far,3765,bowl,ship,-8.782444953918457,-5.813921093940735,
far,9716,bottle,cat,-8.782308578491211,-5.813921093940735,
far,1130,bottle,cat,-8.726503372192383,-5.813921093940735,
far,9778,mushroom,bird,-8.711690902709961,-5.813921093940735,
far,7632,mushroom,frog,-8.689473152160645,-5.813921093940735,
far,7543,chair,truck,-8.687110900878906,-5.813921093940735,
far,2510,bottle,cat,-8.679736137390137,-5.813921093940735,
far,8656,bowl,cat,-8.654632568359375,-5.813921093940735,
far,9186,wardrobe,cat,-8.652711868286133,-5.813921093940735,
far,9681,sunflower,cat,-8.639528274536133,-5.813921093940735,
far,77,bowl,truck,-8.591020584106445,-5.813921093940735,
far,4334,bottle,cat,-8.580181121826172,-5.813921093940735,
far,4259,chair,airplane,-8.571990013122559,-5.813921093940735,
far,4245,wardrobe,cat,-8.554365158081055,-5.813921093940735,
far,6388,sunflower,bird,-8.519231796264648,-5.813921093940735,
far,5565,wardrobe,cat,-8.501424789428711,-5.813921093940735,
far,2108,chair,airplane,-8.500340461730957,-5.813921093940735,
far,1820,mushroom,frog,-8.489458084106445,-5.813921093940735,
far,1586,clock,truck,-8.48197078704834,-5.813921093940735,
far,611,sunflower,bird,-8.476513862609863,-5.813921093940735,
far,3770,sunflower,bird,-8.471382141113281,-5.813921093940735,
far,6390,wardrobe,truck,-8.46973991394043,-5.813921093940735,
far,9193,mushroom,cat,-8.466384887695312,-5.813921093940735,
far,439,bowl,cat,-8.456216812133789,-5.813921093940735,
far,3429,sunflower,cat,-8.429450035095215,-5.813921093940735,
far,3579,keyboard,airplane,-8.401141166687012,-5.813921093940735,
far,7982,chair,cat,-8.37844181060791,-5.813921093940735,
far,8475,sunflower,bird,-8.360257148742676,-5.813921093940735,
far,647,wardrobe,cat,-8.342451095581055,-5.813921093940735,
far,2856,sunflower,bird,-8.339941024780273,-5.813921093940735,
far,8004,bowl,cat,-8.327375411987305,-5.813921093940735,
far,9396,sunflower,cat,-8.303215026855469,-5.813921093940735,
far,7483,mushroom,frog,-8.258767127990723,-5.813921093940735,
far,5777,keyboard,airplane,-8.25828742980957,-5.813921093940735,
far,8701,mushroom,dog,-8.255754470825195,-5.813921093940735,
far,3728,bowl,cat,-8.250415802001953,-5.813921093940735,
far,9734,wardrobe,cat,-8.1896333694458,-5.813921093940735,
far,8498,chair,bird,-8.180503845214844,-5.813921093940735,
far,1696,bowl,cat,-8.151107788085938,-5.813921093940735,
far,4031,wardrobe,cat,-8.08829116821289,-5.813921093940735,
far,3210,clock,automobile,-8.076850891113281,-5.813921093940735,
far,220,wardrobe,truck,-8.062018394470215,-5.813921093940735,
far,4466,wardrobe,cat,-8.029757499694824,-5.813921093940735,
far,3115,sunflower,cat,-7.997011184692383,-5.813921093940735,
far,2470,chair,airplane,-7.9770002365112305,-5.813921093940735,
far,9795,bowl,airplane,-7.970882415771484,-5.813921093940735,
far,6079,bowl,dog,-7.967874526977539,-5.813921093940735,
far,976,sunflower,truck,-7.941009044647217,-5.813921093940735,
far,6413,wardrobe,truck,-7.940319061279297,-5.813921093940735,
far,1470,wardrobe,cat,-7.937047481536865,-5.813921093940735,
far,1002,wardrobe,cat,-7.915280818939209,-5.813921093940735,
far,6981,clock,ship,-7.905949592590332,-5.813921093940735,
far,1760,mushroom,bird,-7.904465675354004,-5.813921093940735,
far,3787,wardrobe,cat,-7.900015830993652,-5.813921093940735,
far,9303,clock,automobile,-7.876765727996826,-5.813921093940735,
far,3304,bowl,bird,-7.865894317626953,-5.813921093940735,
far,6131,keyboard,truck,-7.845692157745361,-5.813921093940735,
far,1930,clock,airplane,-7.817695140838623,-5.813921093940735,
far,4779,clock,cat,-7.8075385093688965,-5.813921093940735,
far,9149,wardrobe,truck,-7.806307792663574,-5.813921093940735,
far,3470,keyboard,bird,-7.8044819831848145,-5.813921093940735,
far,2055,keyboard,airplane,-7.802511215209961,-5.813921093940735,
far,2965,chair,airplane,-7.795726776123047,-5.813921093940735,
far,3095,bowl,cat,-7.762032508850098,-5.813921093940735,
far,8666,chair,bird,-7.746970176696777,-5.813921093940735,
far,3298,keyboard,airplane,-7.745613098144531,-5.813921093940735,
far,8994,keyboard,airplane,-7.723221778869629,-5.813921093940735,
far,8122,clock,cat,-7.719505310058594,-5.813921093940735,
far,6046,wardrobe,cat,-7.691183090209961,-5.813921093940735,
far,2831,sunflower,frog,-7.685841083526611,-5.813921093940735,
far,4859,clock,cat,-7.684894561767578,-5.813921093940735,
far,7991,sunflower,dog,-7.683599948883057,-5.813921093940735,
far,194,wardrobe,cat,-7.68315315246582,-5.813921093940735,
far,2023,keyboard,ship,-7.6812543869018555,-5.813921093940735,
far,6943,chair,airplane,-7.671862602233887,-5.813921093940735,
far,2562,keyboard,truck,-7.667369365692139,-5.813921093940735,
far,6519,bowl,cat,-7.667046546936035,-5.813921093940735,
far,9907,sunflower,frog,-7.666960716247559,-5.813921093940735,
far,7604,wardrobe,truck,-7.6422529220581055,-5.813921093940735,
far,2945,clock,cat,-7.641923904418945,-5.813921093940735,
far,1434,chair,airplane,-7.6402435302734375,-5.813921093940735,
far,9561,bowl,frog,-7.636168479919434,-5.813921093940735,
far,7776,sunflower,bird,-7.620548248291016,-5.813921093940735,
far,932,bottle,cat,-7.611869812011719,-5.813921093940735,
far,3636,mushroom,cat,-7.587177276611328,-5.813921093940735,
far,6565,bowl,frog,-7.573628902435303,-5.813921093940735,
far,2936,clock,cat,-7.538606643676758,-5.813921093940735,
far,2428,bottle,cat,-7.528415203094482,-5.813921093940735,
far,3039,mushroom,cat,-7.514327526092529,-5.813921093940735,
far,9315,sunflower,cat,-7.5140380859375,-5.813921093940735,
far,6729,mushroom,bird,-7.508480072021484,-5.813921093940735,
far,3952,bowl,dog,-7.502896785736084,-5.813921093940735,
far,1932,bottle,cat,-7.498660564422607,-5.813921093940735,
far,4252,bowl,cat,-7.457282543182373,-5.813921093940735,
far,4968,mushroom,deer,-7.45588493347168,-5.813921093940735,
far,451,clock,cat,-7.428408622741699,-5.813921093940735,
far,7606,wardrobe,cat,-7.418241024017334,-5.813921093940735,
far,1310,clock,cat,-7.416688919067383,-5.813921093940735,
far,2715,wardrobe,cat,-7.413265228271484,-5.813921093940735,
far,3759,mushroom,bird,-7.409775733947754,-5.813921093940735,
far,2822,bottle,ship,-7.404947757720947,-5.813921093940735,
far,4809,keyboard,bird,-7.392271995544434,-5.813921093940735,
far,6510,keyboard,truck,-7.389160633087158,-5.813921093940735,
far,3286,chair,automobile,-7.38198184967041,-5.813921093940735,
far,6215,mushroom,frog,-7.367711544036865,-5.813921093940735,
far,4186,chair,airplane,-7.3610029220581055,-5.813921093940735,
far,1514,bottle,ship,-7.3551435470581055,-5.813921093940735,
far,8406,keyboard,airplane,-7.347861289978027,-5.813921093940735,
far,1562,bottle,bird,-7.344283103942871,-5.813921093940735,
far,7060,mushroom,bird,-7.329453945159912,-5.813921093940735,
far,9122,keyboard,airplane,-7.321630001068115,-5.813921093940735,
far,5147,clock,cat,-7.309815883636475,-5.813921093940735,
far,9089,chair,airplane,-7.291812896728516,-5.813921093940735,
far,3293,chair,airplane,-7.285125255584717,-5.813921093940735,
far,1899,bottle,cat,-7.271969318389893,-5.813921093940735,
far,4382,wardrobe,truck,-7.268991947174072,-5.813921093940735,
far,163,bowl,automobile,-7.2640814781188965,-5.813921093940735,
far,2937,mushroom,bird,-7.2494964599609375,-5.813921093940735,
far,2963,bottle,truck,-7.244455337524414,-5.813921093940735,
far,2223,clock,automobile,-7.240536212921143,-5.813921093940735,
far,8317,bottle,cat,-7.211251258850098,-5.813921093940735,
far,2152,chair,bird,-7.2051100730896,-5.813921093940735,
far,6841,clock,ship,-7.202290058135986,-5.813921093940735,
far,6508,clock,bird,-7.192805767059326,-5.813921093940735,
far,4520,bowl,cat,-7.179349899291992,-5.813921093940735,
far,4933,wardrobe,truck,-7.16012716293335,-5.813921093940735,
far,8804,wardrobe,cat,-7.153093338012695,-5.813921093940735,
far,8757,wardrobe,cat,-7.146862030029297,-5.813921093940735,
far,5646,mushroom,bird,-7.143209457397461,-5.813921093940735,
far,7328,sunflower,cat,-7.142966270446777,-5.813921093940735,
far,771,keyboard,deer,-7.141824722290039,-5.813921093940735,
far,1944,wardrobe,truck,-7.131246089935303,-5.813921093940735,
far,328,wardrobe,truck,-7.12534236907959,-5.813921093940735,
far,934,clock,cat,-7.111077308654785,-5.813921093940735,
far,7224,clock,truck,-7.111049175262451,-5.813921093940735,
far,3742,mushroom,cat,-7.110010623931885,-5.813921093940735,
far,629,sunflower,frog,-7.096254825592041,-5.813921093940735,
far,9056,chair,airplane,-7.094338417053223,-5.813921093940735,
far,1032,mushroom,bird,-7.088713645935059,-5.813921093940735,
far,2729,keyboard,truck,-7.085958003997803,-5.813921093940735,
far,45,clock,ship,-7.0811543464660645,-5.813921093940735,
far,8736,sunflower,bird,-7.0794525146484375,-5.813921093940735,
far,452,bowl,automobile,-7.075363636016846,-5.813921093940735,
far,613,chair,cat,-7.067927837371826,-5.813921093940735,
far,1806,clock,frog,-7.054153919219971,-5.813921093940735,
far,5993,bottle,cat,-7.04927921295166,-5.813921093940735,
far,6777,keyboard,ship,-7.043188571929932,-5.813921093940735,
far,6809,wardrobe,truck,-7.032458782196045,-5.813921093940735,
far,7012,bottle,cat,-7.03086519241333,-5.813921093940735,
far,5740,keyboard,truck,-7.017980098724365,-5.813921093940735,
far,340,bottle,ship,-6.994851589202881,-5.813921093940735,
far,4631,wardrobe,cat,-6.9843926429748535,-5.813921093940735,
far,6543,keyboard,truck,-6.977361679077148,-5.813921093940735,
far,7171,wardrobe,truck,-6.975924491882324,-5.813921093940735,
far,7957,keyboard,truck,-6.9672160148620605,-5.813921093940735,
far,5768,clock,cat,-6.960727691650391,-5.813921093940735,
far,7787,mushroom,bird,-6.94590950012207,-5.813921093940735,
far,4033,wardrobe,cat,-6.937285423278809,-5.813921093940735,
far,797,wardrobe,truck,-6.932346343994141,-5.813921093940735,
far,8785,sunflower,bird,-6.9275689125061035,-5.813921093940735,
far,5742,sunflower,frog,-6.922266006469727,-5.813921093940735,
far,5440,bottle,ship,-6.917788505554199,-5.813921093940735,
far,6907,keyboard,truck,-6.913661003112793,-5.813921093940735,
far,7737,bowl,automobile,-6.898704528808594,-5.813921093940735,
far,9967,bottle,dog,-6.891242504119873,-5.813921093940735,
far,1318,bottle,cat,-6.882254123687744,-5.813921093940735,
far,238,sunflower,bird,-6.879182815551758,-5.813921093940735,
far,8068,sunflower,deer,-6.878866195678711,-5.813921093940735,
far,3053,wardrobe,truck,-6.866698741912842,-5.813921093940735,
far,4103,sunflower,bird,-6.861748695373535,-5.813921093940735,
far,8309,bottle,ship,-6.849437713623047,-5.813921093940735,
far,7607,wardrobe,truck,-6.83892297744751,-5.813921093940735,
far,806,bowl,cat,-6.826180934906006,-5.813921093940735,
far,121,bowl,dog,-6.82575798034668,-5.813921093940735,
far,3149,wardrobe,truck,-6.823453903198242,-5.813921093940735,
far,147,keyboard,frog,-6.820051670074463,-5.813921093940735,
far,4174,clock,cat,-6.817171096801758,-5.813921093940735,
far,363,wardrobe,truck,-6.8120341300964355,-5.813921093940735,
far,5573,sunflower,frog,-6.7669267654418945,-5.813921093940735,
far,7619,mushroom,frog,-6.766523838043213,-5.813921093940735,
far,9087,chair,cat,-6.765499591827393,-5.813921093940735,
far,4475,clock,cat,-6.762012481689453,-5.813921093940735,
far,76,sunflower,bird,-6.7544264793396,-5.813921093940735,
far,4208,wardrobe,truck,-6.7515339851379395,-5.813921093940735,
far,2545,sunflower,dog,-6.751184940338135,-5.813921093940735,
far,6069,bowl,cat,-6.7473602294921875,-5.813921093940735,
far,6734,keyboard,cat,-6.71021842956543,-5.813921093940735,
far,8549,mushroom,frog,-6.705412864685059,-5.813921093940735,
far,9102,bowl,frog,-6.699944019317627,-5.813921093940735,
far,1041,bowl,frog,-6.695436954498291,-5.813921093940735,
far,618,clock,ship,-6.693474292755127,-5.813921093940735,
far,170,bottle,ship,-6.693108558654785,-5.813921093940735,
far,9103,mushroom,bird,-6.691094398498535,-5.813921093940735,
far,7406,bottle,cat,-6.688758850097656,-5.813921093940735,
far,4471,bowl,frog,-6.686680316925049,-5.813921093940735,
far,9307,wardrobe,cat,-6.670914649963379,-5.813921093940735,
far,4034,wardrobe,cat,-6.664450645446777,-5.813921093940735,
far,2232,mushroom,deer,-6.657462120056152,-5.813921093940735,
far,583,clock,bird,-6.657224178314209,-5.813921093940735,
far,7868,keyboard,airplane,-6.648313045501709,-5.813921093940735,
far,7923,clock,cat,-6.645927906036377,-5.813921093940735,
far,4863,bowl,ship,-6.637502670288086,-5.813921093940735,
far,8868,wardrobe,truck,-6.623631954193115,-5.813921093940735,
far,582,sunflower,bird,-6.619525909423828,-5.813921093940735,
far,4746,sunflower,bird,-6.619147777557373,-5.813921093940735,
far,9209,sunflower,frog,-6.616202354431152,-5.813921093940735,
far,3684,mushroom,frog,-6.60712194442749,-5.813921093940735,
far,1525,chair,airplane,-6.602227210998535,-5.813921093940735,
far,588,bowl,ship,-6.598806381225586,-5.813921093940735,
far,4818,bottle,truck,-6.5603928565979,-5.813921093940735,
far,7345,bowl,ship,-6.558818817138672,-5.813921093940735,
far,30,chair,airplane,-6.555196762084961,-5.813921093940735,
far,157,chair,cat,-6.551003456115723,-5.813921093940735,
far,5716,bowl,cat,-6.5506744384765625,-5.813921093940735,
far,9012,keyboard,cat,-6.548074722290039,-5.813921093940735,
far,3015,wardrobe,cat,-6.53921365737915,-5.813921093940735,
far,4386,bowl,frog,-6.537408351898193,-5.813921093940735,
far,6194,mushroom,dog,-6.529996871948242,-5.813921093940735,
far,8572,clock,automobile,-6.527105808258057,-5.813921093940735,
far,1122,sunflower,bird,-6.522670269012451,-5.813921093940735,
far,4376,sunflower,bird,-6.518834114074707,-5.813921093940735,
far,865,bowl,cat,-6.5109477043151855,-5.813921093940735,
far,3872,keyboard,airplane,-6.509339332580566,-5.813921093940735,
far,5861,sunflower,frog,-6.498577117919922,-5.813921093940735,
far,9847,mushroom,bird,-6.494265079498291,-5.813921093940735,
far,4848,bottle,dog,-6.473722457885742,-5.813921093940735,
far,7192,chair,cat,-6.471968650817871,-5.813921093940735,
far,5364,clock,bird,-6.461688995361328,-5.813921093940735,
far,8058,keyboard,cat,-6.453610420227051,-5.813921093940735,
far,1982,clock,automobile,-6.450560092926025,-5.813921093940735,
far,5428,wardrobe,truck,-6.434269428253174,-5.813921093940735,
far,9532,sunflower,frog,-6.434077262878418,-5.813921093940735,
far,6783,wardrobe,cat,-6.425422668457031,-5.813921093940735,
far,7181,mushroom,bird,-6.424795627593994,-5.813921093940735,
far,3402,sunflower,bird,-6.423101902008057,-5.813921093940735,
far,4734,wardrobe,cat,-6.397565841674805,-5.813921093940735,
far,1909,wardrobe,cat,-6.397500038146973,-5.813921093940735,
far,3348,bowl,cat,-6.378848075866699,-5.813921093940735,
far,6472,bottle,ship,-6.373493671417236,-5.813921093940735,
far,6018,bottle,airplane,-6.360672473907471,-5.813921093940735,
far,4804,keyboard,horse,-6.3482232093811035,-5.813921093940735,
far,6423,wardrobe,truck,-6.342566967010498,-5.813921093940735,
far,5683,chair,airplane,-6.341862678527832,-5.813921093940735,
far,5643,wardrobe,truck,-6.3329758644104,-5.813921093940735,
far,6145,keyboard,cat,-6.315735340118408,-5.813921093940735,
far,1987,mushroom,cat,-6.315430164337158,-5.813921093940735,
far,7499,chair,truck,-6.310801982879639,-5.813921093940735,
far,7437,wardrobe,truck,-6.309453964233398,-5.813921093940735,
far,90,clock,cat,-6.283309459686279,-5.813921093940735,
far,6204,wardrobe,bird,-6.279506206512451,-5.813921093940735,
far,3924,wardrobe,cat,-6.275307655334473,-5.813921093940735,
far,1428,clock,automobile,-6.273581027984619,-5.813921093940735,
far,2314,bottle,automobile,-6.2656779289245605,-5.813921093940735,
far,1740,chair,cat,-6.263674259185791,-5.813921093940735,
far,823,clock,bird,-6.263514995574951,-5.813921093940735,
far,734,wardrobe,cat,-6.260393142700195,-5.813921093940735,
far,7258,sunflower,dog,-6.244537830352783,-5.813921093940735,
far,6490,clock,automobile,-6.224430561065674,-5.813921093940735,
far,7828,wardrobe,cat,-6.222586631774902,-5.813921093940735,
far,8013,bowl,automobile,-6.2113471031188965,-5.813921093940735,
far,1642,keyboard,airplane,-6.208310604095459,-5.813921093940735,
far,1674,chair,bird,-6.205587387084961,-5.813921093940735,
far,5375,mushroom,deer,-6.19354248046875,-5.813921093940735,
far,3216,bottle,ship,-6.193294525146484,-5.813921093940735,
far,3806,wardrobe,cat,-6.192365646362305,-5.813921093940735,
far,3373,bowl,cat,-6.188675880432129,-5.813921093940735,
far,2200,mushroom,bird,-6.187376022338867,-5.813921093940735,
far,649,clock,truck,-6.185296535491943,-5.813921093940735,
far,6482,clock,ship,-6.159975051879883,-5.813921093940735,
far,6507,bottle,cat,-6.1595354080200195,-5.813921093940735,
far,6440,bottle,cat,-6.1585493087768555,-5.813921093940735,
far,6899,bottle,ship,-6.155957221984863,-5.813921093940735,
far,1927,clock,automobile,-6.155514240264893,-5.813921093940735,
far,6695,keyboard,bird,-6.155200481414795,-5.813921093940735,
far,5940,keyboard,cat,-6.145722389221191,-5.813921093940735,
far,4947,wardrobe,cat,-6.1360673904418945,-5.813921093940735,
far,6042,keyboard,bird,-6.134016990661621,-5.813921093940735,
far,125,chair,cat,-6.133913040161133,-5.813921093940735,
far,8472,keyboard,airplane,-6.132371425628662,-5.813921093940735,
far,378,wardrobe,cat,-6.129327774047852,-5.813921093940735,
