candidate_id,content_index,content_class_id,content_class,style_index,style_class_id,style_class,alpha,output_path,review_path,accepted,rejection_reason
conflict_187,5408,6,horse,3512,4,deer,0.8,results/cue_conflicts/candidates/conflict_187.png,results/cue_conflicts/review/conflict_187.jpg,yes,
conflict_188,4731,6,horse,506,4,deer,0.8,results/cue_conflicts/candidates/conflict_188.png,results/cue_conflicts/review/conflict_188.jpg,yes,
conflict_189,3779,6,horse,5077,4,deer,0.8,results/cue_conflicts/candidates/conflict_189.png,results/cue_conflicts/review/conflict_189.jpg,yes,
conflict_190,4341,6,horse,5467,4,deer,0.8,results/cue_conflicts/candidates/conflict_190.png,results/cue_conflicts/review/conflict_190.jpg,yes,
conflict_191,7338,6,horse,6097,4,deer,0.8,results/cue_conflicts/candidates/conflict_191.png,results/cue_conflicts/review/conflict_191.jpg,yes,
conflict_192,3777,6,horse,171,4,deer,0.8,results/cue_conflicts/candidates/conflict_192.png,results/cue_conflicts/review/conflict_192.jpg,yes,
conflict_193,7779,6,horse,4629,4,deer,0.8,results/cue_conflicts/candidates/conflict_193.png,results/cue_conflicts/review/conflict_193.jpg,yes,
conflict_194,5580,6,horse,6528,4,deer,0.8,results/cue_conflicts/candidates/conflict_194.png,results/cue_conflicts/review/conflict_194.jpg,yes,
conflict_195,7600,6,horse,7944,4,deer,0.8,results/cue_conflicts/candidates/conflict_195.png,results/cue_conflicts/review/conflict_195.jpg,yes,
conflict_196,4093,6,horse,7692,4,deer,0.8,results/cue_conflicts/candidates/conflict_196.png,results/cue_conflicts/review/conflict_196.jpg,yes,
conflict_197,964,6,horse,3078,4,deer,0.8,results/cue_conflicts/candidates/conflict_197.png,results/cue_conflicts/review/conflict_197.jpg,yes,
conflict_198,1534,6,horse,1211,4,deer,0.8,results/cue_conflicts/candidates/conflict_198.png,results/cue_conflicts/review/conflict_198.jpg,yes,
conflict_199,1667,6,horse,7940,4,deer,0.8,results/cue_conflicts/candidates/conflict_199.png,results/cue_conflicts/review/conflict_199.jpg,yes,
conflict_200,4746,6,horse,3034,4,deer,0.8,results/cue_conflicts/candidates/conflict_200.png,results/cue_conflicts/review/conflict_200.jpg,yes,
conflict_201,5220,1,bird,5450,7,monkey,0.8,results/cue_conflicts/candidates/conflict_201.png,results/cue_conflicts/review/conflict_201.jpg,no,severe artifact
conflict_202,2157,1,bird,4661,7,monkey,0.8,results/cue_conflicts/candidates/conflict_202.png,results/cue_conflicts/review/conflict_202.jpg,yes,
conflict_203,1436,1,bird,3404,7,monkey,0.8,results/cue_conflicts/candidates/conflict_203.png,results/cue_conflicts/review/conflict_203.jpg,yes,
conflict_204,6938,1,bird,1296,7,monkey,0.8,results/cue_conflicts/candidates/conflict_204.png,results/cue_conflicts/review/conflict_204.jpg,yes,
conflict_205,5488,1,bird,3446,7,monkey,0.8,results/cue_conflicts/candidates/conflict_205.png,results/cue_conflicts/review/conflict_205.jpg,yes,
conflict_206,1230,1,bird,7270,7,monkey,0.8,results/cue_conflicts/candidates/conflict_206.png,results/cue_conflicts/review/conflict_206.jpg,yes,
conflict_207,7390,1,bird,4172,7,monkey,0.8,results/cue_conflicts/candidates/conflict_207.png,results/cue_conflicts/review/conflict_207.jpg,yes,
conflict_208,1568,1,bird,323,7,monkey,0.8,results/cue_conflicts/candidates/conflict_208.png,results/cue_conflicts/review/conflict_208.jpg,yes,
conflict_209,7029,1,bird,3542,7,monkey,0.8,results/cue_conflicts/candidates/conflict_209.png,results/cue_conflicts/review/conflict_209.jpg,yes,
conflict_210,5123,1,bird,6650,7,monkey,0.8,results/cue_conflicts/candidates/conflict_210.png,results/cue_conflicts/review/conflict_210.jpg,no,content not identifiable
conflict_211,5092,1,bird,5719,7,monkey,0.8,results/cue_conflicts/candidates/conflict_211.png,results/cue_conflicts/review/conflict_211.jpg,yes,
conflict_212,6836,1,bird,1440,7,monkey,0.8,results/cue_conflicts/candidates/conflict_212.png,results/cue_conflicts/review/conflict_212.jpg,no,style not visible
conflict_213,2178,1,bird,7835,7,monkey,0.8,results/cue_conflicts/candidates/conflict_213.png,results/cue_conflicts/review/conflict_213.jpg,yes,
conflict_214,1852,1,bird,3288,7,monkey,0.8,results/cue_conflicts/candidates/conflict_214.png,results/cue_conflicts/review/conflict_214.jpg,yes,
conflict_215,6169,1,bird,3153,7,monkey,0.8,results/cue_conflicts/candidates/conflict_215.png,results/cue_conflicts/review/conflict_215.jpg,yes,
conflict_216,1109,1,bird,6084,7,monkey,0.8,results/cue_conflicts/candidates/conflict_216.png,results/cue_conflicts/review/conflict_216.jpg,yes,
conflict_217,6594,1,bird,1956,7,monkey,0.8,results/cue_conflicts/candidates/conflict_217.png,results/cue_conflicts/review/conflict_217.jpg,yes,
conflict_218,6954,1,bird,269,7,monkey,0.8,results/cue_conflicts/candidates/conflict_218.png,results/cue_conflicts/review/conflict_218.jpg,yes,
conflict_219,116,1,bird,2501,7,monkey,0.8,results/cue_conflicts/candidates/conflict_219.png,results/cue_conflicts/review/conflict_219.jpg,yes,
conflict_220,198,1,bird,7081,7,monkey,0.8,results/cue_conflicts/candidates/conflict_220.png,results/cue_conflicts/review/conflict_220.jpg,yes,
conflict_221,95,1,bird,5977,7,monkey,0.8,results/cue_conflicts/candidates/conflict_221.png,results/cue_conflicts/review/conflict_221.jpg,yes,
conflict_222,6349,1,bird,2746,7,monkey,0.8,results/cue_conflicts/candidates/conflict_222.png,results/cue_conflicts/review/conflict_222.jpg,yes,
conflict_223,3491,1,bird,1927,7,monkey,0.8,results/cue_conflicts/candidates/conflict_223.png,results/cue_conflicts/review/conflict_223.jpg,yes,
conflict_224,304,1,bird,5436,7,monkey,0.8,results/cue_conflicts/candidates/conflict_224.png,results/cue_conflicts/review/conflict_224.jpg,yes,
conflict_225,6733,1,bird,1287,7,monkey,0.8,results/cue_conflicts/candidates/conflict_225.png,results/cue_conflicts/review/conflict_225.jpg,no,severe artifact
conflict_226,1956,7,monkey,6594,1,bird,0.8,results/cue_conflicts/candidates/conflict_226.png,results/cue_conflicts/review/conflict_226.jpg,no,content not identifiable
conflict_227,2854,7,monkey,5488,1,bird,0.8,results/cue_conflicts/candidates/conflict_227.png,results/cue_conflicts/review/conflict_227.jpg,yes,
conflict_228,269,7,monkey,4640,1,bird,0.8,results/cue_conflicts/candidates/conflict_228.png,results/cue_conflicts/review/conflict_228.jpg,yes,
conflict_229,4748,7,monkey,6169,1,bird,0.8,results/cue_conflicts/candidates/conflict_229.png,results/cue_conflicts/review/conflict_229.jpg,yes,
conflict_230,4172,7,monkey,7029,1,bird,0.8,results/cue_conflicts/candidates/conflict_230.png,results/cue_conflicts/review/conflict_230.jpg,no,style not visible
conflict_231,3288,7,monkey,2095,1,bird,0.8,results/cue_conflicts/candidates/conflict_231.png,results/cue_conflicts/review/conflict_231.jpg,yes,
conflict_232,1296,7,monkey,6733,1,bird,0.8,results/cue_conflicts/candidates/conflict_232.png,results/cue_conflicts/review/conflict_232.jpg,yes,
conflict_233,6772,7,monkey,1090,1,bird,0.8,results/cue_conflicts/candidates/conflict_233.png,results/cue_conflicts/review/conflict_233.jpg,yes,
conflict_234,1473,7,monkey,5560,1,bird,0.8,results/cue_conflicts/candidates/conflict_234.png,results/cue_conflicts/review/conflict_234.jpg,yes,
conflict_235,323,7,monkey,5256,1,bird,0.8,results/cue_conflicts/candidates/conflict_235.png,results/cue_conflicts/review/conflict_235.jpg,yes,
conflict_236,6726,7,monkey,4298,1,bird,0.8,results/cue_conflicts/candidates/conflict_236.png,results/cue_conflicts/review/conflict_236.jpg,yes,
conflict_237,5848,7,monkey,6938,1,bird,0.8,results/cue_conflicts/candidates/conflict_237.png,results/cue_conflicts/review/conflict_237.jpg,yes,
conflict_238,1884,7,monkey,1230,1,bird,0.8,results/cue_conflicts/candidates/conflict_238.png,results/cue_conflicts/review/conflict_238.jpg,no,content not identifiable
conflict_239,1711,7,monkey,3413,1,bird,0.8,results/cue_conflicts/candidates/conflict_239.png,results/cue_conflicts/review/conflict_239.jpg,yes,
conflict_240,1771,7,monkey,6836,1,bird,0.8,results/cue_conflicts/candidates/conflict_240.png,results/cue_conflicts/review/conflict_240.jpg,yes,
conflict_241,2501,7,monkey,6954,1,bird,0.8,results/cue_conflicts/candidates/conflict_241.png,results/cue_conflicts/review/conflict_241.jpg,yes,
conflict_242,4704,7,monkey,261,1,bird,0.8,results/cue_conflicts/candidates/conflict_242.png,results/cue_conflicts/review/conflict_242.jpg,no,severe artifact
conflict_243,1927,7,monkey,1436,1,bird,0.8,results/cue_conflicts/candidates/conflict_243.png,results/cue_conflicts/review/conflict_243.jpg,yes,
conflict_244,1440,7,monkey,1115,1,bird,0.8,results/cue_conflicts/candidates/conflict_244.png,results/cue_conflicts/review/conflict_244.jpg,yes,
conflict_245,29,7,monkey,1986,1,bird,0.8,results/cue_conflicts/candidates/conflict_245.png,results/cue_conflicts/review/conflict_245.jpg,yes,
conflict_246,6190,7,monkey,5123,1,bird,0.8,results/cue_conflicts/candidates/conflict_246.png,results/cue_conflicts/review/conflict_246.jpg,yes,
conflict_247,5977,7,monkey,5220,1,bird,0.8,results/cue_conflicts/candidates/conflict_247.png,results/cue_conflicts/review/conflict_247.jpg,yes,
conflict_248,4791,7,monkey,2690,1,bird,0.8,results/cue_conflicts/candidates/conflict_248.png,results/cue_conflicts/review/conflict_248.jpg,yes,
conflict_249,5719,7,monkey,7955,1,bird,0.8,results/cue_conflicts/candidates/conflict_249.png,results/cue_conflicts/review/conflict_249.jpg,yes,
conflict_250,5450,7,monkey,6805,1,bird,0.8,results/cue_conflicts/candidates/conflict_250.png,results/cue_conflicts/review/conflict_250.jpg,yes,
